,Time,Headlines,Sentiment
13796,8-Jul-18,"How I spend it  ‘I earn £10,000 and I’m a child of the gig economy’",5
13797,8-Jul-18,Fraud: here's how scammers get away with it,1
13798,8-Jul-18,June jobs report: trade wars yet to have impact as employment rate rises,3
13799,8-Jul-18,EchoStar walks away from offer for Inmarsat just before deadline,1
13800,6-Jul-18,"Business live  US job creation beats forecasts, as trade war with China begins - as it happened",5
13801,6-Jul-18,UK supermarkets recall frozen vegetables over bacteria fears,1
13802,6-Jul-18,"Come on, England! The nation (and economy) depend on you",5
13803,6-Jul-18,Decline of the British high street,2
13804,6-Jul-18,Government has no clue how to execute Brexit without harm – Airbus chief,5
13805,6-Jul-18,What are trade tariffs and who will they affect?,5
13806,6-Jul-18,Tesco targets growing number of Britons who eat or live alone,4
13807,6-Jul-18,'Tarnished goods?' Sir Martin Sorrell returns to business frontline,1
13808,6-Jul-18,"UK house prices rise for second month running, says Halifax",1
13809,6-Jul-18,UK worker productivity falls as Brexit concerns intensify,3
13810,6-Jul-18,Trump’s trade war could mean bottoms up for small whiskey-makers,1
13811,6-Jul-18,China retaliates with tariffs after US begins trade war,1
13812,6-Jul-18,The rise of 'pseudo-AI': how tech firms quietly use humans to do bots' work,5
13813,6-Jul-18,UK high street sales fall for fifth month running,1
13814,6-Jul-18,The long read  The George Soros philosophy – and its fatal flaw,4
13815,6-Jul-18,"Back pay worth £1.44m owed to thousands of UK workers, official figures show",1
13816,6-Jul-18,"Business live  UK car sales fall, as Jaguar Land Rover issues hard Brexit warning - as it happened",1
13817,6-Jul-18,"Nils Pratley on finance  


  Ministers should heed JLR's warning over £1.2bn cost of Brexit",1
13818,6-Jul-18,"Stormzy launches publishing imprint, #Merky Books, with Penguin Random House",5
13819,6-Jul-18,"Escalation of trade war will hurt US most, Mark Carney tells Donald Trump",1
13820,5-Jul-18,Tidal power to the people,5
13821,5-Jul-18,Solihull's Land Rover workers react to boss's Brexit warning,4
13822,5-Jul-18,"Bank outages should be limited to two days, say regulators",1
13823,5-Jul-18,"Martin Sorrell's move for MediaMonks is unlawful, claims WPP",1
13824,5-Jul-18,"Hardworking Britain  


  When is a catastrophe also a distraction? When it’s Brexit",1
13825,5-Jul-18,How would a no-deal or hard Brexit affect Jaguar Land Rover?,1
13826,5-Jul-18,Shell would support UK bringing forward petrol ban from 2040,1
13827,5-Jul-18,German businesses 'reluctant' to invest in UK over Brexit uncertainty,1
13828,5-Jul-18,Ryanair cabin and ground crew to strike this month,1
13829,5-Jul-18,Swimsuits and stripes lift Primark’s UK sales,4
13830,5-Jul-18,UK sales of new cars fell in June as drivers shun diesels,1
13831,5-Jul-18,Signal failure causes severe disruption at London Victoria,1
13832,5-Jul-18,Adani coal port faces possible 'stop order' after traditional owners object,1
13833,5-Jul-18,The upside  Wireless in Gaza: the whizz-kids making code not war,1
13834,5-Jul-18,Jaguar Land Rover's £80bn UK investment plan at risk after hard Brexit,1
13835,5-Jul-18,WPP tells Sir Martin Sorrell it will block future payouts over takeover bid,1
13836,5-Jul-18,"Nils Pratley on finance  


  Food fight over Premier – it's hard to pick a winner",3
13837,5-Jul-18,Calvetron Brands winds down with loss of 600 UK jobs,1
13838,5-Jul-18,The best 70th birthday presents we could give to the NHS,5
13839,5-Jul-18,Ryanair crew could join pilots' strike action over pay and conditions,3
13840,4-Jul-18,World Cup and hot weather bolster supermarkets sales,5
13841,4-Jul-18,Norman Godman obituary,5
13842,4-Jul-18,Science Museum under pressure to shun big oil sponsorship,1
13843,4-Jul-18,Crumpets back on menu at Warburtons after CO2 shortage,1
13844,4-Jul-18,Business live  UK economy picks up speed as service sector growth hits eight-month high - as it happened,5
13845,4-Jul-18,UK economic growth bounces back as services sector expands,3
13846,4-Jul-18,China denies it will be first to impose tariffs on $34bn of US goods,1
13847,4-Jul-18,Chinese tycoon Wang Jian dies from fall in France,1
13848,4-Jul-18,"Big tech, desperate cities  'It's like the death of a loved one': as stores close, retail workers lose out to big tech",2
13849,4-Jul-18,UK car buyers face ‘lottery’ with both ultra-clean and ultra-dirty diesels on sale,5
13850,4-Jul-18,Telegraph Media Group profits fall 50% after sales and ad slide,1
13851,4-Jul-18,"Pay rising faster for top 1% of earners in richest countries, says report",1
13852,4-Jul-18,"Oxford Street at risk if pedestrianisation blocked, says Sadiq Khan",1
13853,4-Jul-18,Women's rights and gender equality  'Our fingers bleed': India's female miners toil over sandstone for the UK,1
13854,4-Jul-18,Consumer champions  Why didn’t Opodo refund me after my flight was cancelled?,1
13855,4-Jul-18,"High streets must stop relying on retail, says expert review",1
13856,4-Jul-18,The upside  Does the moon hold the key to the earth’s energy needs?,3
13857,4-Jul-18,"The alternatives  


  How philanthropy breathed new life into a forgotten Salford suburb",5
13858,4-Jul-18,Hammond to warn cabinet of risks of Canada-style post-Brexit deal,4
13859,4-Jul-18,"Nils Pratley on finance  


  US justice department causes jitters for Glencore",1
13860,3-Jul-18,Politics live with Andrew Sparrow  Unite says it is 'open to possibility' of 2nd Brexit referendum and Labour 'highly unlikely' to back May's deal – Politics live,1
13861,3-Jul-18,UK housing means high rents and low standards,3
13862,3-Jul-18,Huddersfield home to the finest worsted,5
13863,3-Jul-18,UK construction posts better than expected June figures,5
13864,3-Jul-18,Business live  UK construction strengthens; China promises not to launch currency war - business live,1
13865,3-Jul-18,Tell us how bus service cuts are affecting you,4
13866,3-Jul-18,Glencore hit with US subpoena over alleged money laundering,1
13867,3-Jul-18,KPMG faces investigation over Conviviality audit,1
13868,3-Jul-18,"Water company bosses' bonuses have damaged trust, says watchdog",1
13869,3-Jul-18,"Business running out of patience on Brexit, warn City organisations",1
13870,3-Jul-18,Sir Martin Sorrell battles WPP in bid to buy first firm,5
13871,3-Jul-18,'Bleeding' vegan burger to get UK launch in Tesco next month,1
13872,3-Jul-18,"Big tech, desperate cities  'All humanity has left the area': paying for Tesla's Gigafactory",5
13873,3-Jul-18,Startup scenes  Bengaluru: what's next for India's tech capital?,2
13874,3-Jul-18,"Nils Pratley on finance  


  Tesco and Carrefour alliance sounds like a tough gig for suppliers",4
13875,3-Jul-18,"Consumer champions  Why did BA take off with my £2,000 double payment?",1
13876,3-Jul-18,The long read  ‘Nothing to worry about. The water is fine’: how Flint poisoned its people,4
13877,3-Jul-18,"Council cuts are putting the vulnerable at risk, Tory peer says",1
13878,3-Jul-18,UK single-breadwinner families need 27% boost in income – report,4
13879,3-Jul-18,Trump defends tariffs despite signs of trouble in global markets,4
13880,2-Jul-18,High sugar content in cereals next target in battle of child obesity,5
13881,2-Jul-18,May close to lifting fuel duty freeze to help meet NHS promises,4
13882,2-Jul-18,UK banks could face new multibillion-pound claims after PPI ruling,1
13883,2-Jul-18,Trump's EU trade war costing manufacturers in US and eurozone,1
13884,2-Jul-18,How the EU can make the internet play fair with musicians,5
13885,2-Jul-18,Business live  Trade war fears drag markets down as factories are hit by tariffs – as it happened,1
13886,2-Jul-18,Chicken farmer given suspended sentence for free-range egg fraud,1
13887,2-Jul-18,Tesco and Carrefour plan 'strategic alliance' to buy products,5
13888,2-Jul-18,Scottish government plans restrictions on sugary and fatty foods,1
13889,2-Jul-18,Barclays to move UK jobs to Frankfurt ahead of Brexit,1
13890,2-Jul-18,Oil company's 'draconian and anti-democratic' injunction challenged,1
13891,2-Jul-18,UK nuclear cleanup contract back in public hands after £122m bill,1
13892,2-Jul-18,EU says Trump car tariffs 'will put a tax on the US people',1
13893,2-Jul-18,"CO2 supply issues may trigger meat shortage, processing industry warns",2
13894,2-Jul-18,UK heatwave helps solar power to record weekly highs,5
13895,2-Jul-18,Tesla finally hits weekly production target for Model 3 cars,5
13896,2-Jul-18,Wetherspoon backs campaign against Traveller and Gypsy discrimination,4
13897,2-Jul-18,"Big tech, desperate cities  'It's a huge subsidy': the $4.8bn gamble to lure Foxconn to America",1
13898,2-Jul-18,"Big tech, desperate cities  How much does a tech bro cost?",2
13899,2-Jul-18,"Big tech, desperate cities  US cities and states give big tech $9.3bn in subsidies in five years",1
13900,2-Jul-18,Box office analysis: US  Incredibles 2 powers North American box office to biggest ever quarter,5
13901,2-Jul-18,Matt Canavan's optimistic coal forecast contradicts his own department,2
13902,2-Jul-18,May to float third Brexit customs model at Chequers meeting,1
13903,2-Jul-18,"7,000 estate agents at risk of going to the wall, says study",1
13904,2-Jul-18,Consumer champions  BA’s refund offer for travel costs was pie in the sky,1
13905,2-Jul-18,"Book of the day  Damaged Goods: The Inside Story of Sir Philip Green, the Collapse of BHS and the Death of the High Street by Oliver Shah – review",5
13906,2-Jul-18,Scottish Power owner: ditch 'moonshot' green technologies,3
13907,2-Jul-18,BBC in talks with Channel 4 to launch £500m bid for UKTV,5
13908,2-Jul-18,Revealed: $39m cost of defending Australia's tobacco plain packaging laws,1
13909,2-Jul-18,Warnings of 'anger and outrage' if Transpennine electrification axed,1
13910,2-Jul-18,"'We're righting a wrong,' say the artists taking on YouTube",1
13911,2-Jul-18,Waistcoat sales up as Gareth Southgate sets trend at World Cup,5
13912,2-Jul-18,"Brexit transition could be extended to help firms, Clark suggests",3
13913,2-Jul-18,Thameslink operator stands to lose franchise if chaos persists,1
13914,2-Jul-18,Trump will soon find that winning a trade war is not that easy,3
13915,2-Jul-18,NHS preparing for disruption to supplies from no-deal Brexit,1
13916,2-Jul-18,Landlords react with fury to three-year tenancy plans,5
13917,2-Jul-18,The tiny union beating the gig economy giants,5
13918,2-Jul-18,"Observer business agenda  


  Primark success proves cheap and cheerful can still conquer high street",2
13919,2-Jul-18,"Business leader  


  Brexit will make foreign manufacturers in the UK take flight",5
13920,Jul-18,"The shifting patterns of English  


  May I have a word about… economics?",3
13921,Jul-18,Dealers shift down a gear as Brexit takes the shine off new car market,5
13922,Jul-18,"Sun over Blackpool and Scarborough, but dark days are not over",3
13923,Jul-18,Lettuce crops flop as Britain wilts in hot weather,2
13924,Jul-18,Go-ahead given for merger of Tata Steel and Thyssenkrupp,5
13925,Jul-18,"How I spend it  ‘I’m a billionaire, but I'm not a big spender’",3
13926,Jul-18,MPs back plan for ombudsman to resolve new homes disputes,1
13927,Jul-18,Coalition’s tax strategy at odds with OECD and many other countries,5
13928,Jul-18,General Motors warns Trump: tariffs could lead to 'smaller GM' and fewer jobs,1
13929,Jul-18,Canada hits US with retaliatory tariffs: 'We will not back down',1
13930,Jul-18,Virgin airlines says it will no longer help to deport immigrants,1
13931,Jul-18,Pubs and retailers hope for end to CO2 shortage next week,1
13932,Jul-18,Estonian president delights in country’s high proportion of unicorns,5
13933,Jul-18,PwC hangs up on landlines in shift to ‘mobile first’ culture,5
13934,Jul-18,Lloyd's of London's first female CEO Inga Beale to step down,1
13935,Jul-18,Brief letters  Morris Minor mishaps and meerkat last suppers,2
13936,Jul-18,Sir Philip Green’s firm fails in attempt to block BHS audit report,1
13937,Jul-18,Faang-tastic five: can US tech giants continue their stellar rise?,5
13938,Jul-18,"Pretty, peppery, perfect for summer: heatwave boosts UK radish sales",5
13939,Jul-18,Oxford buses turn to Uber-style apps in on-demand experiment,5
13940,29-Jun-18,Oxford buses turn to Uber-style apps in on-demand experiment,5
13941,29-Jun-18,UK economic growth revised higher in first quarter,3
13942,29-Jun-18,Mirror publisher tops up funds to deal with phone-hacking fallout,1
13943,29-Jun-18,Business live  Pound rises as UK growth is revised up - as it happened,3
13944,29-Jun-18,From G&T to Earl Grey tea: a new wave of ice lollies for grownups,5
13945,29-Jun-18,UK households urged to conserve water as heatwave continues,5
13946,29-Jun-18,Ex-Anglo Irish Bank chief admits to unlawful loans,1
13947,29-Jun-18,"Quit the EU for better trade deal, Trump reportedly told Macron",1
13948,29-Jun-18,Plus-size superhero Faith to get own movie,5
13949,29-Jun-18,The upside  Can millennials save unions in America?,1
13950,29-Jun-18,"Nils Pratley on finance  


  Stagecoach game for rail franchises despite east coast line debacle",4
13951,29-Jun-18,Hundreds of cash machines close as UK turns to contactless payments,1
13952,29-Jun-18,MP warns Bank of England over lack of diversity in senior staff,1
13953,29-Jun-18,"A visit to the Red Hen restaurant, where death threats mix with letters of support",4
13954,29-Jun-18,Lord Ashcroft praises Malta as base for UK business during Brexit,5
13955,29-Jun-18,London house price growth at nine-year low amid Edinburgh and Manchester spurt,3
13956,29-Jun-18,"Poorer areas of England have more fast-food shops, figures show",3
