date,articles
2019-04-11,"[""Tesla still isn't getting enough batteries from Panasonic - The Verge"", 'Tesla disputes report saying carmaker is freezing spending on $4.5 billion Gigafactory - CNBC', 'Tesla Model 3 lineup changes, lease options, Autopilot is now standard - Business Insider', ""Tesla's $35000 Model 3 is no longer available to order online - The Verge"", 'Tesla Shakes Up Model 3 Lineup, Killing $35,000 Base Price - The Drive', 'Tesla vs. injured workers - Reveal from The Center for Investigative Reporting', 'Watch Tesla Model S police car go through a training run - Electrek', 'Stocks making the biggest moves midday: Tesla, Fastenal, Bed Bath & Beyond & more - CNBC', 'Tesla, Optima crash sends three to hospital - Valley Roadrunner', 'Tesla’s ‘Early Access Program’ will reportedly be extended to Full Self-Driving buyers - TESLARATI', 'Tesla Semi: Details On Truck Aerodynamics And Drag Coefficient - InsideEVs', 'Tesla community comes together to witness Falcon Heavy’s first commercial flight - TESLARATI', 'Norway aviation firm orders 60 electric planes tipped to be “Tesla” of flight - The Driven', ""This is China's Tesla beater - SoyaCincau.com"", 'Tesla-inspired horror Close to the Sun launch date confirmed for Epic Games Store, with console release to follow - TheXboxHub', 'Tesla Used Inv. - Request Additional Photos - Tesla Motors Club', 'Tesla Model X Chrome Delete with Plasti Dip - Tesla Motors Club', 'Tesla powered electric 1958 VW Beetle unveiled - and it could be yours for just $10 - Express', 'Big Brother wants to be your new car’s co-pilot - The Hill']"
2019-04-12,"[""Tesla's original plan for the $35000 Model 3 is dead - The Verge"", 'Tesla Model 3 will come standard with autopilot, online sales to stop - ABC News', ""Why Tesla's $35,000 Model 3 remains an endangered species - CNN"", ""Hedge fund manager David Einhorn slams Tesla: 'The wheels are falling off' - CNBC"", 'With Full Self Driving Evolution, Elon Musk Believes Your Tesla’s Value Will Appreciate — Interview Video - CleanTechnica', 'Tesla disputes report of Northern Nevada Gigafactory halting expansion - KRNV', ""Warren Buffett: Tesla's Elon Musk has 'room for improvement' as CEO - Yahoo Finance"", 'Model 3 RWD vs MS regen braking question - Tesla Motors Club', ""Backstory: Three cameras, two ladders - snapping Tesla's Elon ... - Investing.com"", 'Meet The Nikola Tesla Of Facials: Melanie Simon Inventor Of ZIIP - Forbes', 'Some Tesla Investors Are Misled By Popular YouTubers (NASDAQ ... - Seeking Alpha', 'Car Fire Tips | What To Do When Your Electric Car is on Fire - Popular Mechanics', ""SpaceX's Falcon Heavy, World's Most Powerful Rocket, Launches First Commercial Mission - The Wire""]"
2019-04-13,"['The Silent Racer — How Tesla Made Driving Fast Fun Again - CleanTechnica', 'Elon Musk makes incredible claims about Tesla Model 3 longevity ... - Electrek', 'Why Tesla is not like Theranos - Business Insider', 'How to Use the Tesla Autopilot No-Confirmation Lane Change Option - autoevolution', 'Tesla: The Model 3 Lease Arrives (NASDAQ:TSLA) - Seeking Alpha', 'Tesla Model Y Styling Tricks — How Tesla Made An SUV Look Like A Performance Sedan, & Will The Public Get It? - CleanTechnica', ""Hackers tricked a Tesla, and it's a sign of things to come in the race to fool artificial intelligence - ABC News"", 'The Tesla Model 3 Is Winning Over Hardcore Gearheads - CleanTechnica', 'Teslacam does not turn off when parking overnight? - Tesla Motors Club']"
2019-04-14,"['The Mystery Of Tesla Model 3 Demand - CleanTechnica', ""Tesla again ‘on the brink’ of failure, says Einhorn's Greenlight hedge fund - MarketWatch"", 'From Minivan To Sleek Sedan: Why We Bought A Tesla Model 3 LR* - CleanTechnica', 'Tesla Fremont Factory Video Tour, Part 1 — #CleanTechnica Exclusive - CleanTechnica', ""Heads Up Tesla And GM: China's Geely Plays The Electric Angle With 'Geometry' Line, New EV - Forbes"", 'Tesla Model 3 becomes all-time best-selling electric car in US - The Driven', 'Tesla Model X steals the show at Jaden Smith’s Coachella performance - TESLARATI']"
2019-04-15,"['Musk tweets Tesla forecast in midst of SEC talks - Detroit News', ""Tesla's Constant Price Changes Frustrate Buyers; Even More Is Likely As Cars Become Computers - Forbes"", ""Elon Musk says Panasonic not making battery cells for Tesla's cars - Business Insider"", 'Why Tesla Defines American Luxury, Not Cadillac or Lincoln - MotorTrend', 'Cold Weather vs. SubZero - Tesla Motors Club', 'Tesla Model 3 price: what we know so far - CarsGuide', ""Inside Tesla's 100% renewable design for the Gigafactory - Fast Company"", ""Volkswagen AG's electric SUV is here to challenge Tesla's Model X - ETAuto"", ""Tesla releases fascinating new 'impact report', claims it helped ... - Electrek"", 'Watch a Tesla with bulletproof armor getting shot - Electrek', 'Pink Tesla With Wings At The Google Office - Search Engine Roundtable', 'Tesla camper wants to be fastest RV in the world - Curbed', 'Tesla’s Chinese challenger Enovate Motors closes Series A round at USD 134 million - KrASIA', ""Geely's Geometry electric-car brand shows Tesla Model 3 rival for ... - Green Car Reports"", ""Short Pick Of The Day: 'The Tesla World Light' by Matthew Rankin - Cartoon Brew"", 'Volkswagen to challenge Tesla Model X with a new electric SUV with ‘AppleSkin’ lounge seats - The Financial Express', 'Low tire pressure warning? - Tesla Motors Club', 'How Long Does It Take To Charge A Tesla? and More - EVBite']"
2019-04-16,"['Tesla launches battery recycling at Nevada Gigafactory - Green Car Reports', ""Tesla is developing a 'unique battery recycling system' - Electrek"", 'Fact Checking Tesla\'s ""Impact Report"" - The Drive', 'Tesla Model 3 debuts at Shanghai Auto Show, Model Y heading to upcoming US show - TESLARATI', 'Nio ET Preview Heralds Tesla Model 3 Rival With 317-Mile Range - CarScoops', ""Moda Operandi's Ganesh Srivats: 'We're connecting high tech with ... - Glossy"", ""'The future of motoring': Why a former bank worker decided to launch ... - SmartCompany"", 'Aston Martin just unveiled a striking electric car that will attempt to rival Tesla - but only 155 will be mad - Business Insider India', 'center console 12v outlet - constant power now - Tesla Motors Club', 'All-New 2020 Hyundai Creta Gets Tesla-Like Interior - India Car News']"
2019-04-17,"['Elon Musk says Tesla cars will soon be better than humans at driving - Business Insider', 'Autoweek Asks: Does the $35,000 Tesla Model 3 still matter? - Autoweek', 'Tesla: How Elon Musk Fans, Tesla Bears Come Together on Twitter - Markets Insider', ""Tesla's First Impact Report Puts Hard Number on CO2 Emissions - Bloomberg"", ""Tesla's Long-Range Model 3 Has A Heavier CO2 Footprint Than ... - Seeking Alpha"", 'Tesla Model 3 Is Cheaper Than Toyota Camry, ARK Analysis Concludes - CleanTechnica', ""Tesla's 'Dog Mode' aims to keep pups safe inside their cars - KULR-TV"", 'Poland PM, Tesla CEO Elon Musk explore electric vehicle factory - Fox Business', 'Never Thought You Could Afford A Tesla? The Future Might Hold An Alternative. - Vulcan Post', 'Xpeng P7 is a 373-miles Tesla Model S rival with a stunning design - Express', 'What happens when a HV battery gets REALLY dead - Tesla Motors Club', 'Tire size 265/50-20 - Tesla Motors Club', ""Model 3 Chare Port Won't Latch - Tesla Motors Club"", 'Apple Reportedly in Talks with LiDAR Sensor Suppliers with ... - iPhone in Canada']"
2019-04-18,"['Tesla and Elon Musk Are Given Week to Reach Accord With S.E.C. ... - The New York Times', 'Tesla Model X catches fire, burns for 4 hours, after being towed - Business Insider', ""Tesla cars too expensive for Canada's zero-emissions tax credit - Business Insider"", 'Chirping like sound from the front of my Model 3 - Tesla Motors Club', 'First track day prep...brake fluid? Expected range? - Tesla Motors Club', ""Tesla Stock Was Sold By Several T. Rowe Price Funds in the First Quarter - Barron's"", ""Here's A Tesla Coil You Can Wear - Hackaday"", 'Teslamino Is A Short Cut To An Electric Pickup Truck - InsideEVs', 'Tesla Road Trip Tips & Tricks - CleanTechnica', 'Fat Man in a Model 3 / Passenger Side Legroom - Tesla Motors Club', 'Car in transit - Tesla Motors Club', '10 Things to Know About Peugeot Coming to America - MotorTrend']"
2019-04-19,"['Tesla to Shrink Board of Directors by Four People (Published 2019) - The New York Times', 'Tesla board of directors changes: Buss, Rice, Jurvetson, Gracias are leaving - Business Insider', ""Elon Musk cedes power over Tesla as his 'old boys network' is cut ... - The Telegraph"", 'Tesla falls behind in autonomous driving leaderboard, but still most ... - Electrek', 'Steve Jurvetson among Tesla board members to step down - Axios', 'How Far Can You Travel in a Tesla? - BOSS Magazine', ""Rivian R1S Video: Rivian Revvin' Up to Take on Tesla - Cars.com"", 'VanMoof Plugs Sale Of 11,000 Tesla-Like E-Bikes Worth Cool €30 Million - Forbes', 'Nio, the ‘Tesla of China’, rolls out EV charging across China - KrASIA', 'MCU reboot during Supercharging? - Tesla Motors Club', '2020 Qiantu K50 by Mullen: A California-Built Bargain EV Supercar - MotorTrend']"
2019-04-20,"['Tesla Autopilot, Full Self Driving, Elon Musk, ARK Invest — CleanTech Talk with Tasha Keeney - CleanTechnica', 'Tesla gets restraining order on short-seller who photographed ... - The Verge', 'Jaguar I-Pace and Tesla Model X compared: photos, specs, features - Business Insider', 'Tesla puts new Model 3 inventory online for browsing and ... - Electrek', ""What if Elon Musk's $420 dream hadn't gone up in smoke? - The Verge"", ""This Tesla Pickup Concept is 'driving' me crazy! - Yanko Design"", ""What's a 'frunk'? Electric cars like Rivian, Tesla, Jaguar offer unique ... - USA TODAY"", 'Tesla Nevada Gigafactory — Something Strange Is Going On, But It’s Not What You Think - CleanTechnica', 'Tesla’s 11th Death Anniversary — No Joke! - CleanTechnica', ""With Six New Models Rivian Could Be Tesla's Biggest Threat - CarBuzz"", ""Mercedes' Upcoming Tesla Model Y Fighter Gets A Name - CarBuzz""]"
2019-04-21,"['Tesla is investigating the apparent explosion of a parked car in Shanghai - CNBC', 'Tesla investigates after video shows car exploding in China - Financial Times', 'A video showed a parked Tesla Model S exploding in Shanghai - Quartz', 'Speed Dating: Getting To Know Tesla’s Autopilot - CleanTechnica', 'Tesla Roadster’s incredible 0-60 mph acceleration teased in new official video - TESLARATI', 'A Tale of Two Teslas: Elon Musk to Tout Robot Cars Amid Sales ... - The Wall Street Journal', 'Tesla Model 3 Standard Range — 1st Video Overview - CleanTechnica', 'Tesla’s Seat Heaven — Home Of Tesla’s Cloud-Like Seats - CleanTechnica', 'Breaking — Tesla Model S & X Refresh Production Test Run Is About To Start - CleanTechnica', 'Tesla’s Long-Term Hardware & Software Play — CleanTech Talk with Tasha Keeney, Part 2 - CleanTechnica', 'Tesla Roadster price: What we know so far - CarsGuide', 'E-car renter launches Tesla fleet in Ireland - Irish Independent', ""Won't shift into D or R - Tesla Motors Club"", 'Trunk wont stay open after its lifts up ? - Tesla Motors Club']"
2019-04-22,"['Tesla plans to launch a robotaxi network in 2020 - TechCrunch', ""Elon Musk claims Tesla will have 1 million robotaxis on roads next year, but warns he's missed the mark before - CNBC"", ""Tesla's new self-driving chip is here, and this is your best look yet - The Verge"", 'Tesla Model S Seemingly Self-Destructs in Shanghai, Company ... - HYPEBEAST', 'Tesla investigates video of parked Model S exploding in Shanghai - Al Jazeera English', 'Tesla investigating Model S fire in Shanghai parking garage - Business Insider', ""Tesla's new Autopilot is amazing. But please keep your eyes on the road - CNN"", 'Stocks making the biggest moves midday: Kimberly-Clark, Boeing, Tesla & more - CNBC', 'Security camera appears to capture Tesla erupt in flames - CNN', 'This new Seattle high-rise condo tower will come with Tesla cars ... - GeekWire', 'Indonesia taxi king adds Tesla and BYD electric cars to fleet - Nikkei Asia', 'DealBook Briefing: Tesla Wants You to Focus on Its Robo-Taxis (Not ... - The New York Times', ""Tesla's Accounts Payable Problem - Chronic Rather Than Acute, But ... - Seeking Alpha"", 'Tesla Model S-based electric motorhome unveiled - disappointment? - Electrek', 'Tesla Develops Own Self-Driving AI Chip - Removes NVIDIA - guru3d.com', 'Watch Tesla Investigating Car Fire in China - Bloomberg', ""Tesla's Q1 Issues Reduce Demand Visibility, But Long-Term ... - Seeking Alpha"", 'Tesla has three of the 11 most popular cars shared on Turo - Ars Technica', 'Tesla says investigating incident of parked car exploding in Shanghai - Fiji Times', 'Manual override? - Tesla Motors Club', 'Deciding between Model 3 2019 Long Range vs Performance - Tesla Motors Club', 'How to request for updated trunk seal? - Tesla Motors Club']"
2019-04-23,"['2019 Tesla Model S: 5 Important Updates You Should Know About - MotorTrend', 'Tesla Autonomy Day: What We Learned - CleanTechnica', ""Elon Musk: Any other car than a Tesla in 3 years will be like 'owning a horse' - CNBC"", 'Tesla Looks Into Model S Fire Caught On Camera In China - Forbes', 'Tesla car catches fire in China, investigation underway - CGTN', 'Watch Tesla Model S Bursting Into Flames - We Explain How - Car Blog India', 'Former Tesla Model S chief engineer takes over at EV startup Lucid ... - The Verge', 'Geely Geometry A, New Chinese EV, vs. the Tesla Model 3 ... - Car and Driver', ""Umicore Stock Plunged, and That’s Bad News for Tesla and Nio - Barron's"", 'The Tesla Semi Truck Is Actually Delivering Cars To Customers - InsideEVs', 'Short-sellers defend Tesla critic hit by court order - Financial Times', ""Tesla's Kitchen-Sink Approach to AVs - EE Times"", 'Long-Haul Testing With the Updated Model S... and a Tesla Semi? - MotorTrend', ""What Are Tesla's Solar Roof Tiles? - What You Should Know About ... - House Beautiful"", ""New York auto show previews Tesla's future competition with more than 40 electric vehicles on display - CNBC"", 'Emre Husmen Tesla Pickup Truck Concept - HYPEBEAST', 'How Are Tesla Vehicles ""Learning"" To Drive By Themselves? - InsideEVs', 'Video of Full Self-Diving Tesla Shows How Boring the Entire ... - autoevolution', 'Lucid Motors names former Tesla Model S chief engineer as CEO - Reuters', 'Tesla Model 3 vs BMW M3: new issue of TG magazine out now! - Top Gear', ""Tesla's Elon Musk promises 'robotaxis' by 2020 - CNBC"", 'Tesla driver clocks 908km in one day in Australian outback - The Driven', '2019 Kia K900 review, 2019 Jaguar F-Pace SVR driven, Tesla self ... - The Car Connection', ""Can't contact a human at Service Center - Tesla Motors Club""]"
2019-04-24,[]
2019-04-25,"[""Tesla cars are now 'quite old' and the exclusive brand is at risk, analyst says - CNBC"", 'Is This What The Tesla Pick-Up Truck Might Look Like? - Esquire UK', ""Tesla's solar business shrinks as Musk focuses on Model 3 - pv magazine International"", 'Elon Musk and SEC again ask for more time to reach deal over Twitter dispute - CNBC', 'Tesla to Create Own Insurance Product, Says Musk - Insurance Journal', ""(not forex, but I can't resist) Tesla tests key 2018 floor... - ForexLive"", 'Tesla Stock Price: Daniel Ives, Tesla Bull, Downgrades Shares - Markets Insider', 'Doubts over EV carbon credentials - DW (English)', 'Tesla Model 3 Performance Crushes Fossil BMW M3 Around Race Track - CleanTechnica', ""Tesla's Model S Sedan Is The Fastest-Selling Used Car In Its Luxury Segment - Torque News"", ""'Tesla Nation' Review: A Documentary Celebrates Serbian ... - The New York Times"", 'A Tesla Coil From PCBs - Hackaday', 'Apple, Tesla develop recycling technologies - Chemical & Engineering News', 'Panasonic considers producing 2170 cells in Japan - www.electrive.com', 'If A Tesla Model 3 Lease Is House Lannister, & Owning A Model 3 Is House Targaryen, Who Will Win? - CleanTechnica', 'Toyota To Tesla On Electric Semi Trucks - Ours Is Bigger - Torque News', 'Tesla owner claims Autopilot saved family from crash in near miss ... - Electrek', 'Tesla Model 3 - Why you don’t need to worry about battery life with their electric car - Express', 'After Tesla and Nio, a BYD EV catches fire - KrASIA', 'Navigate on Autopilot Disappears - Tesla Motors Club', 'Derelict Lancia Brought Back From The Dead Thanks To Thornley Kelham - CarScoops', 'Entry-level Honor 8S announced - GSMArena.com']"
